OBJECTID,Year,FedID,CDCode,CDSCode,CountyName,DistrictName,DistrictType,GradeLow,GradeHigh,GradeLowCensus,GradeHighCensus,AssistStatus,CongressUS,SenateCA,AssemblyCA,LocaleDistrict,UpdateNotes,EnrollTotal,EnrollCharter,EnrollNonCharter,AAcount,AApct,AIcount,AIpct,AScount,ASpct,FIcount,FIpct,HIcount,HIpct,PIcount,PIpct,WHcount,WHpct,MRcount,MRpct,NRcount,NRpct,ELcount,ELpct,FOScount,FOSpct,HOMcount,HOMpct,MIGcount,MIGpct,SWDcount,SWDpct,SEDcount,SEDpct,FRPMcount,FRPMpct,DistrctAreaSqMi,Shape__Area,Shape__Length,Longitude,Latitutde,cds_code,recode_vaccine_mandates
623,2020-21,606780,4168890,4.17E+13,San Mateo,Cabrillo Unified,Unified,KG,12,KG,12,,"14,18",13,"22,24","31 - Town, Fringe",,2934,0,2934,9,0.3,0,0,37,1.3,27,0.9,1533,52.2,4,0.1,1177,40.1,147,5,0,0,554,18.9,2,0.1,46,1.6,92,3.1,371,12.6,1295,44.1,1150,39.2,107.3344534,441665060.6,135311.9857,-122.3907887,37.43304291,4.17E+13,"[""No independent mandates""]"
628,2020-21,620220,4168940,4.17E+13,San Mateo,La Honda-Pescadero Unified,Unified,KG,12,KG,12,,18,13,24,"42 - Rural, Distant",,275,0,275,0,0,1,0.4,0,0,2,0.7,173,62.9,0,0,95,34.5,4,1.5,0,0,105,38.2,5,1.8,3,1.1,2,0.7,42,15.3,154,56,112,40.7,136.2530742,557979505.5,153511.1161,-122.2901498,37.25156799,4.17E+13,"[""No independent mandates""]"
640,2020-21,637530,4169070,4.17E+13,San Mateo,South San Francisco Unified,Unified,PK,12,KG,12,,14,"11,13","19,22","13 - City, Small",,8182,0,8182,89,1.1,14,0.2,1160,14.2,1860,22.7,3891,47.6,146,1.8,524,6.4,488,6,10,0.1,1606,19.6,19,0.2,59,0.7,42,0.5,1118,13.7,3147,38.5,2947,36,11.4880807,47551238.92,50082.05893,-122.4262513,37.65478073,4.17E+13,"[""No independent mandates""]"
644,2020-21,605580,4269120,4.27E+13,Santa Barbara,Santa Maria-Bonita,Elementary,KG,8,KG,8,,24,19,35,"12 - City, Midsize ",,16665,0,16665,50,0.3,35,0.2,58,0.3,219,1.3,15815,94.9,9,0.1,374,2.2,71,0.4,34,0.2,8872,53.2,65,0.4,3284,19.7,1340,8,1568,9.4,15146,90.9,14612,87.7,48.70381724,188167014.3,71522.4054,-120.4479596,34.94382252,4.27E+13,"[""No independent mandates""]"
655,2020-21,628710,4269260,4.27E+13,Santa Barbara,Orcutt Union Elementary,Elementary,KG,12,KG,8,,24,19,"35,37","22 - Suburban, Midsize",SY 2019-20 Boundary Adjustment/Correction,4842,871,3971,27,0.6,31,0.6,66,1.4,65,1.3,2471,51,12,0.2,1758,36.3,289,6,123,2.5,495,10.2,21,0.4,59,1.2,9,0.2,561,11.6,1895,39.1,1852,38.2,223.4241441,860283587.9,204738.9034,-120.4105446,34.80345197,4.27E+13,"[""No independent mandates""]"
656,2020-21,635670,4269310,4.27E+13,Santa Barbara,Santa Maria Joint Union High,High,9,12,9,12,,24,19,"35,37","12 - City, Midsize ",,8953,0,8953,57,0.6,40,0.4,75,0.8,131,1.5,7817,87.3,9,0.1,716,8,67,0.7,41,0.5,1719,19.2,53,0.6,1279,14.3,430,4.8,1034,11.5,6883,76.9,6119,68.3,568.6478324,2193336678,283957.5382,-120.3289689,34.87513555,4.27E+13,"["" Indepedent staff mandate without testing option""]"
660,2020-21,600009,4275010,4.28E+13,Santa Barbara,Cuyama Joint Unified,Unified,KG,12,KG,12,,24,"17,19","35,37","43 - Rural, Remote",SY 2019-20 Boundary Adjustment/Correction,255,72,183,2,0.8,1,0.4,3,1.2,0,0,169,66.3,0,0,69,27.1,10,3.9,1,0.4,39,15.3,1,0.4,0,0,0,0,31,12.2,172,67.5,160,62.7,741.5037568,2857157583,380239.0251,-119.5476944,34.83277794,4.28E+13,"[""No independent mandates""]"
670,2020-21,614370,4369450,4.37E+13,Santa Clara,Franklin-McKinley Elementary,Elementary,KG,8,KG,8,,19,"15,17",27,"11 - City, Large",,8980,2369,6611,151,1.7,6,0.1,2800,31.2,296,3.3,5368,59.8,28,0.3,184,2,111,1.2,36,0.4,3711,41.3,24,0.3,130,1.4,14,0.2,984,11,6629,73.8,6381,71.1,10.7101226,43918173.15,33778.31026,-121.8454245,37.30211506,4.37E+13,"[""No independent mandates""]"
674,2020-21,622350,4369500,4.37E+13,Santa Clara,Loma Prieta Joint Union Elementary,Elementary,KG,8,KG,8,,"18,19","15,17","28,29","41 - Rural, Fringe",SY 2019-20 Boundary Adjustment/Correction,441,0,441,2,0.5,0,0,13,2.9,2,0.5,54,12.2,0,0,312,70.7,53,12,5,1.1,16,3.6,1,0.2,0,0,0,0,62,14.1,26,5.9,26,5.9,45.63592362,186255028.4,115096.1597,-121.8976671,37.12262835,4.37E+13,"[""No independent mandates""]"
706,2020-21,605220,4569880,4.57E+13,Shasta,Black Butte Union Elementary,Elementary,KG,8,KG,8,,1,1,1,"42 - Rural, Distant",SY 2019-20 Boundary Adjustment/Correction,221,0,221,1,0.5,8,3.6,1,0.5,0,0,40,18.1,1,0.5,154,69.7,12,5.4,4,1.8,3,1.4,7,3.2,1,0.5,0,0,27,12.2,167,75.6,166,75.1,185.970799,834326829,208027.5394,-121.7591237,40.51742788,4.57E+13,couldn't be reached
723,2020-21,632040,4570110,4.57E+13,Shasta,Redding Elementary,Elementary,KG,12,KG,8,,1,1,1,"13 - City, Small",,3036,293,2743,72,2.4,123,4.1,79,2.6,5,0.2,539,17.8,13,0.4,1975,65.1,217,7.1,13,0.4,81,2.7,42,1.4,70,2.3,4,0.1,352,11.6,1927,63.5,1915,63.1,26.27293258,117994067.2,62887.27666,-122.4008752,40.55315795,4.57E+13,"[""No independent mandates""]"
727,2020-21,627040,4573700,4.57E+13,Shasta,Mountain Union Elementary,Elementary,PK,8,KG,8,,1,1,1,"42 - Rural, Distant",SY 2019-20 Boundary Adjustment/Correction,64,0,64,0,0,16,25,0,0,0,0,6,9.4,0,0,35,54.7,7,10.9,0,0,1,1.6,0,0,0,0,0,0,8,12.5,58,90.6,58,90.6,199.3754504,902991220.9,158052.3744,-121.9231756,40.83604953,4.57E+13,couldn't be reached
735,2020-21,611700,4770250,4.77E+13,Siskiyou,Dunsmuir Joint Union High,High,9,12,9,12,,1,1,1,"42 - Rural, Distant",SY 2019-20 Boundary Adjustment/Correction,54,0,54,0,0,4,7.4,1,1.9,0,0,10,18.5,0,0,32,59.3,6,11.1,1,1.9,0,0,0,0,3,5.6,0,0,5,9.3,43,79.6,41,75.9,257.1042096,1175288349,180193.616,-122.3099986,41.14382347,4.77E+13,couldn't be reached
750,2020-21,642600,4770490,4.77E+13,Siskiyou,Willow Creek Elementary,Elementary,KG,8,KG,8,,1,1,1,"42 - Rural, Distant",,34,0,34,0,0,3,8.8,0,0,0,0,5,14.7,0,0,21,61.8,4,11.8,1,2.9,0,0,0,0,0,0,0,0,2,5.9,26,76.5,25,73.5,90.6330529,423081825.7,137928.0092,-122.399154,41.82801955,4.77E+13,couldn't be reached
757,2020-21,613360,4870540,4.87E+13,Solano,Fairfield-Suisun Unified,Unified,PK,12,KG,12,,"03,05",3,"04,11,14","12 - City, Midsize ",SY 2011-12 Boundary Adjustment/Correction,20703,0,20703,2786,13.5,72,0.3,1210,5.8,1864,9,9350,45.2,235,1.1,3236,15.6,1906,9.2,44,0.2,3026,14.6,93,0.4,96,0.5,132,0.6,2432,11.7,11916,57.6,11559,55.8,280.8189628,1179744480,283285.2565,-122.1753744,38.13149651,4.87E+13,"[""No independent mandates""]"
757,2020-21,613360,4870540,4.87E+13,Solano,Fairfield-Suisun Unified,Unified,PK,12,KG,12,,"03,05",3,"04,11,14","12 - City, Midsize ",SY 2011-12 Boundary Adjustment/Correction,20703,0,20703,2786,13.5,72,0.3,1210,5.8,1864,9,9350,45.2,235,1.1,3236,15.6,1906,9.2,44,0.2,3026,14.6,93,0.4,96,0.5,132,0.6,2432,11.7,11916,57.6,11559,55.8,280.8189628,1179744480,283285.2565,-121.8293524,38.24315092,4.87E+13,"[""No independent mandates""]"
757,2020-21,613360,4870540,4.87E+13,Solano,Fairfield-Suisun Unified,Unified,PK,12,KG,12,,"03,05",3,"04,11,14","12 - City, Midsize ",SY 2011-12 Boundary Adjustment/Correction,20703,0,20703,2786,13.5,72,0.3,1210,5.8,1864,9,9350,45.2,235,1.1,3236,15.6,1906,9.2,44,0.2,3026,14.6,93,0.4,96,0.5,132,0.6,2432,11.7,11916,57.6,11559,55.8,280.8189628,1179744480,283285.2565,-122.0500058,38.20300625,4.87E+13,"[""No independent mandates""]"
768,2020-21,614010,4970680,4.97E+13,Sonoma,Forestville Union Elementary,Elementary,KG,8,KG,8,,2,2,2,"41 - Rural, Fringe",,267,218,49,1,0.4,0,0,0,0,0,0,89,33.3,0,0,164,61.4,13,4.9,0,0,43,16.1,2,0.7,3,1.1,0,0,34,12.7,143,53.6,139,52.1,26.52899238,112306338.6,74898.66613,-122.9140543,38.48438898,4.97E+13,"[""No independent mandates""]"
773,2020-21,616620,4970730,4.97E+13,Sonoma,Harmony Union Elementary,Elementary,KG,12,KG,8,,2,2,"02,10","41 - Rural, Fringe",SY 2011-12 Boundary Adjustment/Correction,617,577,40,9,1.5,2,0.3,7,1.1,9,1.5,168,27.2,0,0,348,56.4,69,11.2,5,0.8,26,4.2,2,0.3,19,3.1,0,0,78,12.6,229,37.1,218,35.3,48.97003894,206753314.3,101849.9584,-122.9680277,38.38704626,4.97E+13,"[""No independent mandates""]"
784,2020-21,630450,4970870,4.97E+13,Sonoma,Piner-Olivet Union Elementary,Elementary,KG,12,KG,6,,"02,05",2,"02,10","12 - City, Midsize ",,1240,973,267,32,2.6,13,1,88,7.1,30,2.4,561,45.2,6,0.5,433,34.9,71,5.7,6,0.5,222,17.9,2,0.2,0,0,4,0.3,107,8.6,561,45.2,532,42.9,13.61150807,57604412.38,42566.23829,-122.801025,38.47319844,4.97E+13,couldn't be reached
789,2020-21,635830,4970920,4.97E+13,Sonoma,Santa Rosa High,High,5,12,7,12,,"02,05","02,03","02,04,10","12 - City, Midsize ",,10821,127,10694,205,1.9,88,0.8,575,5.3,121,1.1,5725,52.9,78,0.7,3513,32.5,516,4.8,0,0,1393,12.9,68,0.6,85,0.8,191,1.8,1719,15.9,5382,49.7,4759,44,184.3046033,779676405.4,176192.2662,-122.667905,38.45883754,4.97E+13,"[""No independent mandates""]"
800,2020-21,600044,4975390,4.98E+13,Sonoma,Healdsburg Unified,Unified,KG,12,KG,12,,2,2,2,"21 - Suburban, Large",,1317,0,1317,5,0.4,12,0.9,12,0.9,2,0.2,833,63.2,2,0.2,441,33.5,10,0.8,0,0,271,20.6,1,0.1,7,0.5,75,5.7,172,13.1,752,57.1,641,48.7,199.5339585,848132227,219837.4771,-122.8783869,38.63148338,4.98E+13,"[""No independent mandates""]"
802,2020-21,608250,5071050,5.07E+13,Stanislaus,Chatom Union,Elementary,KG,8,KG,8,,10,"08,12","12,21","41 - Rural, Fringe",SY 2019-20 Boundary Adjustment/Correction,573,0,573,1,0.2,2,0.3,2,0.3,0,0,359,62.7,0,0,197,34.4,11,1.9,1,0.2,238,41.5,2,0.3,39,6.8,10,1.7,66,11.5,416,72.6,400,69.8,64.1209712,264133958,93210.38176,-120.9632247,37.47401673,5.07E+13,couldn't be reached
807,2020-21,617160,5071100,5.07E+13,Stanislaus,Hickman Community Charter,Elementary,KG,8,KG,8,,10,8,12,"31 - Town, Fringe",SY 2019-20 Boundary Adjustment/Correction,1059,1059,0,21,2,9,0.8,26,2.5,3,0.3,304,28.7,5,0.5,638,60.2,34,3.2,19,1.8,78,7.4,2,0.2,0,0,0,0,100,9.4,346,32.7,339,32,19.38128036,80127069.22,46284.39291,-120.7342713,37.61007322,5.07E+13,"[""No independent mandates""]"
818,2020-21,638670,5071290,5.07E+13,Stanislaus,Sylvan Union Elementary,Elementary,KG,8,KG,8,,10,"05,08",12,"12 - City, Midsize ",,7913,0,7913,264,3.3,28,0.4,542,6.8,210,2.7,3619,45.7,94,1.2,2549,32.2,419,5.3,188,2.4,1192,15.1,31,0.4,37,0.5,0,0,1017,12.9,3960,50,3845,48.6,21.0396967,87184651.88,57315.7439,-120.9578169,37.69667736,5.07E+13,"[""No independent mandates""]"
842,2020-21,613860,5271530,5.27E+13,Tehama,Flournoy Union Elementary,Elementary,KG,8,KG,8,,1,4,3,"43 - Rural, Remote",SY 2020-21 District Merge: Flournoy Union annexes Elkins Elem,42,0,42,0,0,0,0,0,0,0,0,7,16.7,0,0,33,78.6,2,4.8,0,0,1,2.4,0,0,0,0,0,0,6,14.3,27,64.3,27,64.3,393.0561857,1731107882,263043.6929,-122.6274489,39.88628255,5.27E+13,couldn't be reached
852,2020-21,609240,5371670,5.37E+13,Trinity,Coffee Creek Elementary,Elementary,KG,8,KG,8,,2,2,2,"43 - Rural, Remote",SY 2019-20 Boundary Adjustment/Correction,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,87.5,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,5,62.5,5,62.5,356.5658827,1631052386,222966.7064,-122.6876182,41.16602775,5.37E+13,couldn't be reached
866,2020-21,610350,5471860,5.47E+13,Tulare,Cutler-Orosi Joint Unified,Unified,KG,12,KG,12,,"22,23","08,14","23,26","32 - Town, Distant",,4007,0,4007,1,0,5,0.1,6,0.1,110,2.7,3841,95.9,2,0,39,1,1,0,2,0,1501,37.5,21,0.5,76,1.9,123,3.1,314,7.8,3812,95.1,3793,94.7,572.48243,2307196442,327565.6634,-118.7763832,36.63668827,5.47E+13,couldn't be reached
881,2020-21,633270,5472090,5.47E+13,Tulare,Rockford Elementary,Elementary,KG,8,KG,8,,"21,23",14,26,"41 - Rural, Fringe",,320,0,320,1,0.3,0,0,0,0,11,3.4,172,53.8,0,0,128,40,7,2.2,1,0.3,42,13.1,2,0.6,0,0,8,2.5,12,3.8,182,56.9,182,56.9,10.66361079,42341654.65,35626.10856,-119.1115785,36.05262825,5.47E+13,couldn't be reached
885,2020-21,638040,5472140,5.47E+13,Tulare,Stone Corral Elementary,Elementary,KG,12,KG,8,,"22,23","08,14","23,26","42 - Rural, Distant",,687,557,130,15,2.2,7,1,12,1.7,0,0,551,80.2,2,0.3,80,11.6,18,2.6,2,0.3,149,21.7,12,1.7,18,2.6,12,1.7,57,8.3,619,90.1,609,88.6,19.32531837,77568075.89,42527.6734,-119.1969355,36.47860143,5.47E+13,couldn't be reached
917,2020-21,624720,5672470,5.67E+13,Ventura,Mesa Union Elementary,Elementary,KG,12,KG,8,,26,19,"37,44","41 - Rural, Fringe",,1089,505,584,18,1.7,1,0.1,36,3.3,19,1.7,586,53.8,0,0,347,31.9,72,6.6,10,0.9,76,7,4,0.4,10,0.9,11,1,110,10.1,435,39.9,428,39.3,28.18229773,107155121.6,54178.20358,-119.0835874,34.2740258,5.67E+13,"[""No independent mandates""]"
920,2020-21,628270,5672520,5.67E+13,Ventura,Ojai Unified,Unified,PK,12,KG,12,,26,19,37,"21 - Suburban, Large",,2397,68,2329,20,0.8,5,0.2,34,1.4,12,0.5,912,38,2,0.1,1322,55.2,90,3.8,0,0,192,8,2,0.1,39,1.6,0,0,332,13.9,1074,44.8,1014,42.3,189.4551489,724064499.8,132209.4699,-119.2446043,34.4913301,5.67E+13,"[""No independent mandates""]"
931,2020-21,625690,5673940,5.67E+13,Ventura,Moorpark Unified,Unified,KG,12,KG,12,,26,"19,27","37,44","22 - Suburban, Midsize",,5923,78,5845,43,0.7,4,0.1,293,4.9,58,1,2980,50.3,2,0,2246,37.9,297,5,0,0,711,12,8,0.1,5,0.1,0,0,883,14.9,1946,32.9,1802,30.4,47.2180074,179694400.6,68852.62055,-118.8721496,34.31208482,5.67E+13,couldn't be reached
937,2020-21,643080,5772710,5.77E+13,Yolo,Woodland Joint Unified,Unified,KG,12,KG,12,,3,"03,04","03,04","23 - Suburban, Small",,9658,225,9433,125,1.3,49,0.5,520,5.4,67,0.7,6709,69.5,37,0.4,1820,18.8,230,2.4,101,1,1976,20.5,73,0.8,88,0.9,245,2.5,1319,13.7,5521,57.2,5056,52.4,312.995097,1333730437,217239.7476,-121.7700543,38.72145708,5.77E+13,"[""No independent mandates""]"
