OBJECTID,Year,FedID,CDCode,CDSCode,CountyName,DistrictName,DistrictType,GradeLow,GradeHigh,GradeLowCensus,GradeHighCensus,AssistStatus,CongressUS,SenateCA,AssemblyCA,LocaleDistrict,UpdateNotes,EnrollTotal,EnrollCharter,EnrollNonCharter,AAcount,AApct,AIcount,AIpct,AScount,ASpct,FIcount,FIpct,HIcount,HIpct,PIcount,PIpct,WHcount,WHpct,MRcount,MRpct,NRcount,NRpct,ELcount,ELpct,FOScount,FOSpct,HOMcount,HOMpct,MIGcount,MIGpct,SWDcount,SWDpct,SEDcount,SEDpct,FRPMcount,FRPMpct,DistrctAreaSqMi,Shape__Area,Shape__Length,Longitude,Latitutde,cds_code,recode_vaccine_mandates
1,2020-21,601770,161119,1.61E+12,Alameda,Alameda Unified,Unified,PK,12,KG,12,,13,9,18,"21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,10927,1856,9071,715,6.5,29,0.3,2768,25.3,605,5.5,1989,18.2,61,0.6,3021,27.6,1437,13.2,302,2.8,1316,12,16,0.1,77,0.7,0,0,1275,11.7,3202,29.3,3101,28.4,11.45557013,47554894.25,56522.98268,-122.239227,37.73263347,1.61E+12,"[""No independent mandates""]"
1,2020-21,601770,161119,1.61E+12,Alameda,Alameda Unified,Unified,PK,12,KG,12,,13,9,18,"21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,10927,1856,9071,715,6.5,29,0.3,2768,25.3,605,5.5,1989,18.2,61,0.6,3021,27.6,1437,13.2,302,2.8,1316,12,16,0.1,77,0.7,0,0,1275,11.7,3202,29.3,3101,28.4,11.45557013,47554894.25,56522.98268,-122.2496541,37.78250237,1.61E+12,"[""No independent mandates""]"
1,2020-21,601770,161119,1.61E+12,Alameda,Alameda Unified,Unified,PK,12,KG,12,,13,9,18,"21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,10927,1856,9071,715,6.5,29,0.3,2768,25.3,605,5.5,1989,18.2,61,0.6,3021,27.6,1437,13.2,302,2.8,1316,12,16,0.1,77,0.7,0,0,1275,11.7,3202,29.3,3101,28.4,11.45557013,47554894.25,56522.98268,-122.2764592,37.77474157,1.61E+12,"[""No independent mandates""]"
2,2020-21,601860,161127,1.61E+12,Alameda,Albany City Unified,Unified,KG,12,KG,12,,13,9,15,"21 - Suburban, Large",,3501,0,3501,118,3.4,7,0.2,1010,28.8,39,1.1,577,16.5,3,0.1,1007,28.8,489,14,251,7.2,400,11.4,2,0.1,3,0.1,0,0,311,8.9,608,17.4,587,16.8,1.703654331,7096327.465,12696.3828,-122.2989059,37.88982678,1.61E+12,"[""No independent mandates""]"
3,2020-21,604740,161143,1.61E+12,Alameda,Berkeley Unified,Unified,PK,12,KG,12,,13,9,15,"12 - City, Midsize ",,9409,0,9409,1193,12.7,26,0.3,781,8.3,79,0.8,2084,22.1,13,0.1,3889,41.3,1331,14.1,13,0.1,635,6.7,16,0.2,199,2.1,0,0,1091,11.6,2563,27.2,2431,25.8,10.48336218,43646483.95,43695.34154,-122.274747,37.87239977,1.61E+12,"[""No independent mandates""]"
4,2020-21,607800,161150,1.61E+12,Alameda,Castro Valley Unified,Unified,PK,12,KG,12,,"13,15","07,09,10","18,20","21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,9203,0,9203,451,4.9,10,0.1,2711,29.5,425,4.6,2150,23.4,36,0.4,2237,24.3,924,10,259,2.8,996,10.8,17,0.2,92,1,0,0,850,9.2,2067,22.5,1977,21.5,68.44260356,283828532.9,142492.7676,-122.0091044,37.64003218,1.61E+12,"[""No independent mandates""]"
4,2020-21,607800,161150,1.61E+12,Alameda,Castro Valley Unified,Unified,PK,12,KG,12,,"13,15","07,09,10","18,20","21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,9203,0,9203,451,4.9,10,0.1,2711,29.5,425,4.6,2150,23.4,36,0.4,2237,24.3,924,10,259,2.8,996,10.8,17,0.2,92,1,0,0,850,9.2,2067,22.5,1977,21.5,68.44260356,283828532.9,142492.7676,-122.0443713,37.72526789,1.61E+12,"[""No independent mandates""]"
5,2020-21,612630,161168,1.61E+12,Alameda,Emery Unified,Unified,PK,12,KG,12,,13,9,15,"21 - Suburban, Large",,698,0,698,315,45.1,2,0.3,77,11,6,0.9,169,24.2,8,1.1,60,8.6,56,8,5,0.7,140,20.1,0,0,1,0.1,0,0,69,9.9,561,80.4,555,79.5,1.289415556,5363392.457,13741.27289,-122.2906872,37.83790294,1.61E+12,"[""No independent mandates""]"
6,2020-21,614400,161176,1.61E+12,Alameda,Fremont Unified,Unified,PK,12,KG,12,,"15,17",10,"20,25","21 - Suburban, Large",,35187,405,34782,622,1.8,101,0.3,23136,65.8,1652,4.7,4985,14.2,197,0.6,3170,9,1050,3,274,0.8,3942,11.2,25,0.1,178,0.5,63,0.2,3327,9.5,6965,19.8,6666,18.9,77.8192883,321018983.8,163452.2736,-121.9766217,37.46531662,1.61E+12,"[""No independent mandates""]"
6,2020-21,614400,161176,1.61E+12,Alameda,Fremont Unified,Unified,PK,12,KG,12,,"15,17",10,"20,25","21 - Suburban, Large",,35187,405,34782,622,1.8,101,0.3,23136,65.8,1652,4.7,4985,14.2,197,0.6,3170,9,1050,3,274,0.8,3942,11.2,25,0.1,178,0.5,63,0.2,3327,9.5,6965,19.8,6666,18.9,77.8192883,321018983.8,163452.2736,-121.9828693,37.52794564,1.61E+12,"[""No independent mandates""]"
7,2020-21,616740,161192,1.61E+12,Alameda,Hayward Unified,Unified,PK,12,KG,12,,15,10,20,"12 - City, Midsize ",SY 2018-19 Boundary Adjustment/Correction,21638,2569,19069,1679,7.8,40,0.2,1811,8.4,1522,7,13998,64.7,688,3.2,965,4.5,859,4,76,0.4,6224,28.8,58,0.3,545,2.5,350,1.6,2517,11.6,13685,63.2,12757,59,34.31159168,141981818.5,82372.31006,-122.078187,37.64420635,1.61E+12,"[""No independent mandates""]"
8,2020-21,622110,161200,1.61E+12,Alameda,Livermore Valley Joint Unified,Unified,PK,12,KG,12,,"11,15",7,"14,16,20","23 - Suburban, Small",SY 2018-19 Boundary Adjustment/Correction,13305,0,13305,156,1.2,56,0.4,1369,10.3,392,2.9,4255,32,39,0.3,5867,44.1,1145,8.6,26,0.2,1367,10.3,12,0.1,101,0.8,168,1.3,1946,14.6,3280,24.7,3034,22.8,266.757604,1103915430,206081.1138,-121.6848605,37.64637612,1.61E+12,"[""No independent mandates""]"
10,2020-21,627060,161234,1.61E+12,Alameda,Newark Unified,Unified,PK,12,KG,12,,17,10,25,"21 - Suburban, Large",,5507,0,5507,157,2.9,14,0.3,917,16.7,498,9,2867,52.1,98,1.8,580,10.5,286,5.2,90,1.6,1062,19.3,17,0.3,251,4.6,61,1.1,716,13,3025,54.9,2958,53.7,14.09841883,58146582.99,39693.10486,-122.0307867,37.51990829,1.61E+12,"[""No independent mandates""]"
11,2020-21,626910,161242,1.61E+12,Alameda,New Haven Unified,Unified,KG,12,KG,12,,15,10,20,"21 - Suburban, Large",,10812,0,10812,496,4.6,63,0.6,2797,25.9,2075,19.2,4028,37.3,174,1.6,639,5.9,537,5,3,0,2013,18.6,8,0.1,144,1.3,124,1.1,1143,10.6,4474,41.4,4217,39,28.19472824,116528920.9,89708.40214,-122.0448343,37.59881912,1.61E+12,"[""No independent mandates""]"
12,2020-21,628050,161259,1.61E+12,Alameda,Oakland Unified,Unified,PK,12,KG,12,,13,9,"15,18","11 - City, Large",SY 2018-19 Boundary Adjustment/Correction,48704,13215,35489,10551,21.7,111,0.2,5620,11.5,402,0.8,23264,47.8,412,0.8,4790,9.8,2482,5.1,1072,2.2,14600,30,201,0.4,897,1.8,12,0,6883,14.1,35727,73.4,35303,72.5,53.6158357,222757863,142807.1172,-122.2150875,37.79454662,1.61E+12,"[""No independent mandates""]"
13,2020-21,630330,161275,1.61E+12,Alameda,Piedmont City Unified,Unified,PK,12,KG,12,,13,9,15,"21 - Suburban, Large",,2464,0,2464,38,1.5,0,0,328,13.3,20,0.8,237,9.6,0,0,1389,56.4,450,18.3,2,0.1,22,0.9,0,0,3,0.1,0,0,307,12.5,58,2.4,56,2.3,1.700189943,7069097.641,13206.74335,-122.2300392,37.82257288,1.61E+12,"[""No independent mandates""]"
14,2020-21,634680,161291,1.61E+12,Alameda,San Leandro Unified,Unified,KG,12,KG,12,,"13,15","09,10","18,20","13 - City, Small",SY 2018-19 Boundary Adjustment/Correction,8828,0,8828,1035,11.7,22,0.2,1501,17,582,6.6,4287,48.6,92,1,706,8,471,5.3,132,1.5,2198,24.9,21,0.2,99,1.1,0,0,1209,13.7,5575,63.2,5343,60.5,13.70626692,56818832.72,65375.0855,-122.1657214,37.71146647,1.61E+12,"[""No independent mandates""]"
15,2020-21,634710,161309,1.61E+12,Alameda,San Lorenzo Unified,Unified,PK,12,KG,12,,"13,15","09,10","18,20","21 - Suburban, Large",,10528,1097,9431,862,8.2,34,0.3,1692,16.1,703,6.7,5964,56.6,170,1.6,704,6.7,330,3.1,69,0.7,2788,26.5,33,0.3,178,1.7,77,0.7,1191,11.3,6661,63.3,6352,60.3,10.92437893,45247007.21,48415.82069,-122.1313099,37.67879169,1.61E+12,couldn't be reached
16,2020-21,600019,175093,1.75E+12,Alameda,Dublin Unified,Unified,PK,12,KG,12,,15,"07,10","16,20","21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,12625,0,12625,362,2.9,9,0.1,7328,58,627,5,1177,9.3,52,0.4,2140,17,921,7.3,9,0.1,913,7.2,5,0,17,0.1,0,0,913,7.2,924,7.3,875,6.9,16.81959831,69734312,51820.51817,-121.9008837,37.71650265,1.75E+12,"["" Other partial mandates""]"
17,2020-21,600020,175101,1.75E+12,Alameda,Pleasanton Unified,Unified,PK,12,KG,12,,15,"07,10","16,20","13 - City, Small",,14469,0,14469,205,1.4,19,0.1,6871,47.5,263,1.8,1443,10,31,0.2,4768,33,789,5.5,80,0.6,1497,10.3,11,0.1,40,0.3,0,0,1219,8.4,1265,8.7,1226,8.5,40.34936408,167046790.1,71218.11874,-121.8874866,37.66216803,1.75E+12,"[""No independent mandates""]"
18,2020-21,600021,175119,1.75E+12,Alameda,Sunol Glen Unified,Unified,KG,8,KG,12,,"15,17",7,20,"41 - Rural, Fringe",SY 2018-19 Boundary Adjustment/Correction,273,0,273,3,1.1,0,0,74,27.1,3,1.1,41,15,2,0.7,120,44,30,11,0,0,13,4.8,0,0,0,0,0,0,7,2.6,27,9.9,25,9.2,85.57933645,353288125.4,94567.61428,-121.8220754,37.55511833,1.75E+12,"[""No independent mandates""]"
19,2020-21,602070,261333,2.61E+12,Alpine,Alpine County Unified,Unified,KG,12,KG,12,,4,1,5,"42 - Rural, Distant",,73,0,73,0,0,30,41.1,1,1.4,1,1.4,3,4.1,0,0,34,46.6,4,5.5,0,0,0,0,0,0,9,12.3,0,0,11,15.1,45,61.6,45,61.6,743.1888765,3156005637,275565.4113,-119.8206659,38.59725584,2.61E+12,"["" No comment""]"
20,2020-21,602450,373981,3.74E+12,Amador,Amador County Unified,Unified,KG,12,KG,12,,4,8,5,"32 - Town, Distant",,3889,0,3889,17,0.4,80,2.1,16,0.4,18,0.5,897,23.1,6,0.2,2553,65.6,269,6.9,33,0.8,101,2.6,23,0.6,118,3,0,0,750,19.3,1674,43,1618,41.6,605.9504925,2562527945,359598.5547,-120.6511286,38.44639464,3.74E+12,"[""No independent mandates""]"
21,2020-21,603780,461382,4.61E+12,Butte,Bangor Union Elementary,Elementary,KG,8,KG,8,,1,4,3,"42 - Rural, Distant",,107,0,107,0,0,2,1.9,0,0,0,0,23,21.5,0,0,74,69.2,7,6.5,1,0.9,7,6.5,6,5.6,3,2.8,0,0,19,17.8,84,78.5,82,76.6,39.94995795,173498047.8,74073.56436,-121.4063749,39.39746395,4.61E+12,couldn't be reached
22,2020-21,605040,461408,4.61E+12,Butte,Biggs Unified,Unified,KG,12,KG,12,,1,4,3,"42 - Rural, Distant",,563,0,563,22,3.9,4,0.7,10,1.8,0,0,214,38,3,0.5,306,54.4,4,0.7,0,0,51,9.1,7,1.2,32,5.7,4,0.7,74,13.1,370,65.7,358,63.6,134.2771444,584180575.8,117054.1527,-121.7603492,39.45944301,4.61E+12,couldn't be reached
23,2020-21,608370,461424,4.61E+12,Butte,Chico Unified,Unified,PK,12,KG,12,,1,4,"01,03","13 - City, Small",SY 2019-20 Boundary Adjustment/Correction,13909,1998,11911,287,2.1,167,1.2,623,4.5,73,0.5,3567,25.6,57,0.4,7983,57.4,859,6.2,293,2.1,726,5.2,109,0.8,254,1.8,11,0.1,1838,13.2,6853,49.3,6703,48.2,329.634292,1448557127,232966.1485,-121.8146305,39.80925692,4.61E+12,"[""No independent mandates""]"
24,2020-21,611730,461432,4.61E+12,Butte,Durham Unified,Unified,KG,12,KG,12,,1,4,3,"41 - Rural, Fringe",,991,0,991,4,0.4,6,0.6,5,0.5,0,0,233,23.5,0,0,691,69.7,51,5.1,1,0.1,75,7.6,3,0.3,50,5,7,0.7,126,12.7,450,45.4,446,45,181.7830959,794276212.1,149729.9171,-121.8009382,39.61034953,4.61E+12,couldn't be reached
25,2020-21,615480,461457,4.61E+12,Butte,Golden Feather Union Elementary,Elementary,KG,8,KG,8,,1,4,"01,03","41 - Rural, Fringe",SY 2019-20 Boundary Adjustment/Correction,62,0,62,1,1.6,0,0,0,0,0,0,10,16.1,0,0,49,79,2,3.2,0,0,3,4.8,1,1.6,20,32.3,0,0,12,19.4,53,85.5,53,85.5,211.5067803,927718354.3,192389.0288,-121.4889633,39.74437521,4.61E+12,couldn't be reached
26,2020-21,623700,461499,4.61E+12,Butte,Manzanita Elementary,Elementary,KG,8,KG,8,,1,4,3,"41 - Rural, Fringe",,276,0,276,1,0.4,2,0.7,14,5.1,0,0,115,41.7,1,0.4,128,46.4,15,5.4,0,0,40,14.5,1,0.4,0,0,2,0.7,22,8,125,45.3,124,44.9,11.3419614,49155706.61,32175.25222,-121.6628227,39.3250926,4.61E+12,couldn't be reached
27,2020-21,629100,461507,4.62E+12,Butte,Oroville City Elementary,Elementary,PK,12,KG,8,,1,4,"01,03","32 - Town, Distant",2019-20 District Merge: Oroville City annexes Feather Falls Union,2533,378,2155,83,3.3,92,3.6,222,8.8,13,0.5,418,16.5,4,0.2,1308,51.6,382,15.1,11,0.4,170,6.7,37,1.5,51,2,1,0,373,14.7,1907,75.3,1895,74.8,178.8126656,779989542.1,211288.5357,-121.3482851,39.55176554,4.62E+12,couldn't be reached
28,2020-21,629130,461515,4.62E+12,Butte,Oroville Union High,High,9,12,9,12,,1,4,"01,03","32 - Town, Distant",,2334,0,2334,95,4.1,181,7.8,297,12.7,13,0.6,510,21.9,9,0.4,1127,48.3,81,3.5,21,0.9,90,3.9,29,1.2,87,3.7,5,0.2,345,14.8,1717,73.6,1701,72.9,669.8331464,2926741708,321317.4069,-121.4350563,39.60998518,4.62E+12,"[""No independent mandates""]"
29,2020-21,629540,461523,4.62E+12,Butte,Palermo Union Elementary,Elementary,PK,8,KG,8,,1,4,3,"41 - Rural, Fringe",,1278,0,1278,10,0.8,52,4.1,44,3.4,2,0.2,421,32.9,2,0.2,592,46.3,122,9.5,33,2.6,156,12.2,11,0.9,65,5.1,1,0.1,137,10.7,1004,78.6,999,78.2,68.80209923,298797808.3,97650.72867,-121.5437825,39.39722416,4.62E+12,"[""No independent mandates""]"
30,2020-21,629820,461531,4.62E+12,Butte,Paradise Unified,Unified,PK,12,KG,12,,1,4,"01,03","31 - Town, Fringe",SY 2019-20 Boundary Adjustment/Correction,2102,569,1533,13,0.6,35,1.7,11,0.5,8,0.4,283,13.5,0,0,1614,76.8,136,6.5,2,0.1,18,0.9,15,0.7,163,7.8,0,0,309,14.7,1370,65.2,1349,64.2,226.5634393,999654453.5,225937.9681,-121.5354951,39.94890959,4.62E+12,"[""No independent mandates""]"
31,2020-21,639180,461549,4.62E+12,Butte,Thermalito Union Elementary,Elementary,KG,8,KG,8,,1,4,"01,03","32 - Town, Distant",,1507,0,1507,32,2.1,46,3.1,447,29.7,9,0.6,196,13,7,0.5,643,42.7,117,7.8,10,0.7,198,13.1,14,0.9,33,2.2,0,0,138,9.2,1311,87,1306,86.7,44.8929253,195713654.2,86467.94356,-121.5975676,39.53193792,4.62E+12,"[""No independent mandates""]"
32,2020-21,630520,473379,4.73E+12,Butte,Pioneer Union Elementary,Elementary,KG,8,KG,8,,1,4,1,"42 - Rural, Distant",SY 2019-20 Boundary Adjustment/Correction,52,0,52,0,0,1,1.9,0,0,0,0,10,19.2,0,0,33,63.5,3,5.8,5,9.6,2,3.8,2,3.8,46,88.5,0,0,6,11.5,52,100,52,100,125.868718,551024301.5,155135.3331,-121.359464,39.67730717,4.73E+12,couldn't be reached
33,2020-21,600051,475507,4.76E+12,Butte,Gridley Unified,Unified,KG,12,KG,12,,1,4,3,"32 - Town, Distant",SY 2019-20 Boundary Adjustment/Correction,2080,0,2080,11,0.5,4,0.2,53,2.5,1,0,1198,57.6,3,0.1,708,34,20,1,82,3.9,286,13.8,10,0.5,25,1.2,36,1.7,252,12.1,1644,79,1633,78.5,96.87187718,420090674.1,110651.7551,-121.7343983,39.34616098,4.76E+12,"[""No independent mandates""]"
34,2020-21,605940,561556,5.62E+12,Calaveras,Bret Harte Union High,High,9,12,9,12,,4,8,5,"32 - Town, Distant",SY 2018-19 Boundary Adjustment/Correction,624,0,624,5,0.8,11,1.8,7,1.1,1,0.2,137,22,0,0,427,68.4,36,5.8,0,0,8,1.3,2,0.3,3,0.5,0,0,103,16.5,223,35.7,209,33.5,445.3506347,1868079539,364813.7561,-120.469395,38.14794742,5.62E+12,"[""No independent mandates""]"
35,2020-21,606870,561564,5.62E+12,Calaveras,Calaveras Unified,Unified,KG,12,KG,12,,4,8,5,"42 - Rural, Distant",SY 2018-19 Boundary Adjustment/Correction,2685,0,2685,18,0.7,43,1.6,18,0.7,10,0.4,620,23.1,1,0,1782,66.4,174,6.5,19,0.7,100,3.7,34,1.3,72,2.7,0,0,476,17.7,1371,51.1,1338,49.8,591.5759264,2488133755,314947.2641,-120.6178614,38.24721311,5.62E+12,"[""No independent mandates""]"
36,2020-21,623970,561572,5.62E+12,Calaveras,Mark Twain Union Elementary,Elementary,KG,8,KG,8,,4,8,5,"32 - Town, Distant",SY 2018-19 Boundary Adjustment/Correction,690,0,690,6,0.9,13,1.9,2,0.3,2,0.3,175,25.4,2,0.3,450,65.2,39,5.7,1,0.1,52,7.5,2,0.3,1,0.1,0,0,112,16.2,403,58.4,399,57.8,233.7458044,976669867.5,182962.3487,-120.6359168,38.005033,5.62E+12,"[""No independent mandates""]"
37,2020-21,640680,561580,5.62E+12,Calaveras,Vallecito Union,Elementary,KG,8,KG,8,,4,8,5,"43 - Rural, Remote",SY 2018-19 Boundary Adjustment/Correction,544,0,544,1,0.2,7,1.3,3,0.6,2,0.4,95,17.5,2,0.4,400,73.5,30,5.5,4,0.7,22,4,2,0.4,24,4.4,0,0,69,12.7,254,46.7,237,43.6,211.6048302,891409671.7,235133.192,-120.2861926,38.30517758,5.62E+12,"[""No independent mandates""]"
38,2020-21,609570,661598,6.62E+12,Colusa,Colusa Unified,Unified,KG,12,KG,12,,3,4,"03,04","32 - Town, Distant",,1529,0,1529,16,1,49,3.2,18,1.2,1,0.1,1109,72.5,6,0.4,316,20.7,14,0.9,0,0,465,30.4,16,1,48,3.1,43,2.8,194,12.7,983,64.3,904,59.1,145.625111,629556916.1,161675.2835,-121.9907661,39.23660453,6.62E+12,couldn't be reached
39,2020-21,624150,661606,6.62E+12,Colusa,Maxwell Unified,Unified,KG,12,KG,12,,3,4,"03,04","42 - Rural, Distant",SY 2019-20 Boundary Adjustment/Correction,325,0,325,5,1.5,6,1.8,0,0,0,0,182,56,0,0,128,39.4,0,0,4,1.2,104,32,2,0.6,64,19.7,10,3.1,38,11.7,244,75.1,241,74.2,387.8105348,1678875462,250722.8929,-122.4150084,39.28551235,6.62E+12,couldn't be reached
40,2020-21,630360,661614,6.62E+12,Colusa,Pierce Joint Unified,Unified,KG,12,KG,12,,3,"03,04",4,"32 - Town, Distant",,1443,0,1443,13,0.9,1,0.1,18,1.2,3,0.2,1130,78.3,2,0.1,250,17.3,19,1.3,7,0.5,503,34.9,10,0.7,101,7,46,3.2,173,12,954,66.1,868,60.2,348.2714562,1494905879,217065.3563,-122.0546365,38.98287879,6.62E+12,couldn't be reached
41,2020-21,642540,661622,6.62E+12,Colusa,Williams Unified,Unified,KG,12,KG,12,,3,4,"03,04","32 - Town, Distant",,1338,0,1338,1,0.1,2,0.1,15,1.1,0,0,1287,96.2,0,0,30,2.2,3,0.2,0,0,706,52.8,0,0,150,11.2,138,10.3,148,11.1,1195,89.3,1166,87.1,256.9804558,1107361961,203799.6366,-122.2654435,39.12166781,6.62E+12,"["" Only hire/promote vaccinated staff""]"
42,2020-21,601650,761630,7.62E+12,Contra Costa,Acalanes Union High,High,9,12,9,12,,11,"07,09","14,15,16","21 - Suburban, Large",SY 2018-19 Boundary Adjustment/Correction,5535,0,5535,89,1.6,9,0.2,775,14,120,2.2,569,10.3,8,0.1,3524,63.7,389,7,52,0.9,91,1.6,4,0.1,4,0.1,0,0,605,10.9,382,6.9,372,6.7,81.98783069,341381202.9,113967.9636,-122.1319381,37.87594079,7.62E+12,"[""No independent mandates""]"
43,2020-21,602850,761648,7.62E+12,Contra Costa,Antioch Unified,Unified,KG,12,KG,12,,"09,11",7,"11,14","21 - Suburban, Large",,16599,947,15652,4043,24.4,95,0.6,705,4.2,752,4.5,7894,47.6,249,1.5,2008,12.1,841,5.1,12,0.1,2909,17.5,127,0.8,297,1.8,0,0,2413,14.5,11570,69.7,11247,67.8,41.14851904,171810678.7,69654.45286,-121.8058546,37.97885279,7.62E+12,"[""No independent mandates""]"
44,2020-21,605910,761655,7.62E+12,Contra Costa,Brentwood Union Elementary,Elementary,KG,8,KG,8,,"09,11",7,"11,14","21 - Suburban, Large",,9023,0,9023,656,7.3,20,0.2,677,7.5,535,5.9,2947,32.7,51,0.6,3086,34.2,685,7.6,366,4.1,790,8.8,24,0.3,46,0.5,1,0,1200,13.3,2216,24.6,2112,23.4,56.5561941,235686523.9,97184.74365,-121.7484782,37.90706485,7.62E+12,"["" Considering mandates""]"
45,2020-21,606750,761663,7.62E+12,Contra Costa,Byron Union Elementary,Elementary,KG,12,KG,8,,"09,11",7,"11,14","31 - Town, Fringe",,2193,874,1319,124,5.7,31,1.4,83,3.8,14,0.6,622,28.4,21,1,1137,51.8,151,6.9,10,0.5,110,5,16,0.7,20,0.9,0,0,341,15.5,730,33.3,714,32.6,79.12573258,329208490.5,98360.29834,-121.6529242,37.84709296,7.62E+12,"[""No independent mandates""]"
46,2020-21,607350,761671,7.62E+12,Contra Costa,Canyon Elementary,Elementary,KG,8,KG,8,,11,7,16,"41 - Rural, Fringe",SY 2018-19 Boundary Adjustment/Correction,72,0,72,0,0,0,0,2,2.8,0,0,14,19.4,0,0,45,62.5,10,13.9,1,1.4,0,0,0,0,0,0,0,0,4,5.6,7,9.7,7,9.7,3.547529805,14753011.68,23256.65867,-122.1708031,37.83013016,7.62E+12,"[""No independent mandates""]"
47,2020-21,618990,761697,7.62E+12,Contra Costa,John Swett Unified,Unified,KG,12,KG,12,,5,"03,09","14,15","21 - Suburban, Large",,1312,0,1312,192,14.6,8,0.6,131,10,139,10.6,486,37,4,0.3,200,15.2,141,10.7,11,0.8,209,15.9,4,0.3,17,1.3,0,0,210,16,786,59.9,767,58.5,21.04309167,87969704.71,50740.65555,-122.215733,38.02380997,7.62E+12,"[""No independent mandates""]"
48,2020-21,620040,761705,7.62E+12,Contra Costa,Knightsen Elementary,Elementary,KG,8,KG,8,,9,7,11,"41 - Rural, Fringe",,608,0,608,8,1.3,2,0.3,7,1.2,9,1.5,237,39,3,0.5,277,45.6,37,6.1,28,4.6,78,12.8,1,0.2,2,0.3,0,0,81,13.3,162,26.6,150,24.7,30.60479833,127729343.6,75807.95622,-121.616081,37.96228025,7.62E+12,"[""No independent mandates""]"
49,2020-21,620310,761713,7.62E+12,Contra Costa,Lafayette Elementary,Elementary,KG,8,KG,8,,11,7,"14,16","21 - Suburban, Large",,3261,0,3261,23,0.7,1,0,363,11.1,36,1.1,300,9.2,2,0.1,2007,61.5,406,12.5,123,3.8,75,2.3,0,0,0,0,0,0,346,10.6,111,3.4,108,3.3,19.63085106,81785877.78,65791.94871,-122.1156073,37.89723951,7.62E+12,"[""No independent mandates""]"
50,2020-21,621600,761721,7.62E+12,Contra Costa,Liberty Union High,High,9,12,9,12,,"09,11",7,"11,14","21 - Suburban, Large",,8222,0,8222,704,8.6,48,0.6,402,4.9,462,5.6,3029,36.8,55,0.7,3061,37.2,394,4.8,67,0.8,484,5.9,25,0.3,78,0.9,6,0.1,1086,13.2,2271,27.6,2055,25,218.8622614,912472756.5,185983.1861,-121.6723058,37.92358737,7.62E+12,"[""No independent mandates""]"
51,2020-21,624030,761739,7.62E+12,Contra Costa,Martinez Unified,Unified,PK,12,KG,12,,"05,11","03,07,09",14,"21 - Suburban, Large",,3983,0,3983,102,2.6,8,0.2,141,3.5,121,3,1234,31,14,0.4,1842,46.2,440,11,81,2,313,7.9,12,0.3,8,0.2,0,0,558,14,1019,25.6,958,24.1,41.97427996,175268332.6,82514.11922,-122.1499852,37.98094687,7.62E+12,"[""No independent mandates""]"
52,2020-21,625740,761747,7.62E+12,Contra Costa,Moraga Elementary,Elementary,KG,8,KG,8,,11,7,16,"21 - Suburban, Large",,1769,0,1769,19,1.1,5,0.3,270,15.3,25,1.4,156,8.8,2,0.1,977,55.2,310,17.5,5,0.3,40,2.3,2,0.1,0,0,0,0,211,11.9,62,3.5,62,3.5,17.94495425,74630340.36,44950.24376,-122.1088617,37.83168877,7.62E+12,"[""No independent mandates""]"
53,2020-21,626370,761754,7.62E+12,Contra Costa,Mt. Diablo Unified,Unified,KG,12,KG,12,,"05,11","03,07","14,16","21 - Suburban, Large",,29908,326,29582,916,3.1,41,0.1,2343,7.8,1307,4.4,12847,43,190,0.6,8455,28.3,2354,7.9,1455,4.9,5463,18.3,101,0.3,319,1.1,0,0,3878,13,12402,41.5,11823,39.5,130.6064813,545007392.4,139521.2233,-121.9768013,37.95682677,7.62E+12,"[""No independent mandates""]"
54,2020-21,628080,761762,7.62E+12,Contra Costa,Oakley Union Elementary,Elementary,KG,8,KG,8,,9,7,11,"21 - Suburban, Large",,4939,0,4939,516,10.4,30,0.6,169,3.4,236,4.8,2293,46.4,34,0.7,1582,32,55,1.1,24,0.5,653,13.2,20,0.4,15,0.3,1,0,708,14.3,2136,43.2,2054,41.6,52.5755364,219848398.5,82299.79539,-121.6522991,38.03366528,7.62E+12,"[""No independent mandates""]"
55,2020-21,628860,761770,7.62E+12,Contra Costa,Orinda Union Elementary,Elementary,KG,8,KG,8,,11,"07,09","14,15,16","21 - Suburban, Large",,2478,0,2478,31,1.3,8,0.3,502,20.3,36,1.5,142,5.7,1,0,1508,60.9,202,8.2,48,1.9,29,1.2,0,0,2,0.1,0,0,201,8.1,58,2.3,56,2.3,26.77167655,111514145.3,66653.97243,-122.1952947,37.88999104,7.62E+12,"[""No independent mandates""]"
56,2020-21,630600,761788,7.62E+12,Contra Costa,Pittsburg Unified,Unified,KG,12,KG,12,,11,7,"11,14","21 - Suburban, Large",,11015,0,11015,1737,15.8,26,0.2,349,3.2,546,5,7150,64.9,127,1.2,542,4.9,496,4.5,42,0.4,2805,25.5,63,0.6,252,2.3,0,0,1240,11.3,8510,77.3,8164,74.1,29.77216102,124389243.1,62380.9638,-121.8890424,38.00241299,7.62E+12,"[""No independent mandates""]"
